191124577.0	191124542.0	195005647.0
191693140.0	195492955.0	192649356.0
190833225.0	189820567.0	195933627.0
191209706.0	166054365.0	192502290.0
199322701.0	196880714.0	141474849.0
163828156.0	165621600.0	193732737.0
195479303.0	195900114.0	127714759.0
82779942.0	127293748.0	184454860.0
195385302.0	189761397.0	193944472.0
175057334.0	138006263.0	175826725.0
181361143.0	180834228.0	178416395.0
169250507.0	165686955.0	173337374.0
191223135.0	191222988.0	191939720.0
196081706.0	42768886.0	102139031.0
150255891.0	154420838.0	159368486.0
191599545.0	137997774.0	146394706.0
191849996.0	196858096.0	191154821.0
179669274.0	194764333.0	192655898.0
182072857.0	163111084.0	158334068.0
110101818.0	120438675.0	57049017.0
149679393.0	157710674.0	196347314.0
192433029.0	181874347.0	172746774.0
184899870.0	192907404.0	176820568.0
184921572.0	181480189.0	177417170.0
193496249.0	46929401.0	178706054.0
185144593.0	192402356.0	103033103.0
159104433.0	154719064.0	150151743.0
125586581.0	101275734.0	156345814.0
108480643.0	141528805.0	181310718.0
149708188.0	176960763.0	185331980.0
182423549.0	177355923.0	181339814.0
186165786.0	186691616.0	165040832.0
192507479.0	159282377.0	199717145.0
201313879.0	190123581.0	180488878.0
169612371.0	142464402.0	116433019.0
111583255.0	174692205.0	199153895.0
121918140.0	134768151.0	107891166.0
194648841.0	187625658.0	114499573.0
119966077.0	201306514.0	191625773.0
184704585.0	188194951.0	186064512.0
185182633.0	173527029.0	112376350.0
152981052.0	196435195.0	183555557.0
179244408.0	139623164.0	177514435.0
185824214.0	202636418.0	173332968.0
183810351.0	181069243.0	111871352.0
166701547.0	154588377.0	201893857.0
190986517.0	182542203.0	149123921.0
184295682.0	91815559.0	183563799.0
144412109.0	155427892.0	103499482.0
197120058.0	156841356.0	188374335.0
107564250.0	83328681.0	181310718.0
183638383.0	156129675.0	163584438.0
185074885.0	158581231.0	81691070.0
195019208.0	194761911.0	169787201.0
192408504.0	192377178.0	153560511.0
66143857.0	144536233.0	193075013.0
156784226.0	143593978.0	200804489.0
195035626.0	149494468.0	107148342.0
182418455.0	172419110.0	172628055.0
190834468.0	168221007.0	197737237.0
201150464.0	193731974.0	200057745.0
140923902.0	185073232.0	197587161.0
185028461.0	190026211.0	193475096.0
190132431.0	121101119.0	197250789.0
180285063.0	187493127.0	190123581.0
189016220.0	179839841.0	190228386.0
189960408.0	191643089.0	148325099.0
165650826.0	137997774.0	184485929.0
166791432.0	112589858.0	200385187.0
202045324.0	191607636.0	193060179.0
195407780.0	146006510.0	146009645.0
171349508.0	177001278.0	176883697.0
177182149.0	164525892.0	159178712.0
190452098.0	196858366.0	194905700.0
178129213.0	188107839.0	183869859.0
190936511.0	179042413.0	191634486.0
139822819.0	195585469.0	62487082.0
194821758.0	195331423.0	201906265.0
197056026.0	196777432.0	182118766.0
183227137.0	182460176.0	181924605.0
175818365.0	198072121.0	63316923.0
189127875.0	156616907.0	158787423.0
182095692.0	173459133.0	190545937.0
187717229.0	186706259.0	186148339.0
173703584.0	158614101.0	76281888.0
159834802.0	145509524.0	160809288.0
